name,location,adname,address,type,rating,catering,accommodation,mall,store,superMarket,personal_items,residence,business,hospital,school,bus,parking,metro,GDP,country_income,country_consume,urban_income,urban_consume,population
老宋百货店,"112.523264,34.695397",瀍河回族区,洛阳市瀍河回族区中国南车集团洛阳机车厂机车公寓,便利店,3.3 ,50,5,0,12,4,2,11,0,3,1,4,6,1,82.7693,11128,9140,25222.11,13646.73,18.84
鑫旺商店(安乐中街店),"112.471951,34.658713",洛龙区,洛阳市洛龙区军民路与校西街交叉口西150米,便利店,3.3 ,147,25,1,25,4,5,13,0,6,4,10,6,0,172.4,14086,14312,33971,23477,38.69
牡丹百货,"112.435783,34.685915",西工区,洛阳市西工区道南路1附近,便利店,3.3 ,179,125,1,25,14,2,25,2,9,0,25,15,2,133.9005,15701,14909,38783,26889,36.21
小占百货,"112.465508,34.612743",洛龙区,洛阳市洛龙区牡丹大道辅路,便利店,3.3 ,403,50,0,25,12,8,11,1,4,1,9,25,0,172.4,14086,14312,33971,23477,38.69
世豪商店,"112.402248,34.635048",涧西区,洛阳市涧西区浅井南路20号,便利店,3.3 ,154,5,0,25,6,3,25,0,4,0,10,18,0,73.228,13023,9607,25431,16032,45.2557
橙意便利店,"112.426332,34.67529",西工区,洛阳市西工区健康西路与永昌路交叉口,便利店,3.3 ,206,25,1,21,9,7,25,6,17,1,11,23,2,133.9005,15701,14909,38783,26889,36.21
薄利商店(丁家街店),"112.4769,34.685802",老城区,洛阳市老城区丁家街与神州街交叉口东北50米,便利店,3.3 ,706,50,10,25,22,25,75,5,25,0,13,25,2,24.5864,9810,6523,24597,15443,17.6587
回族商店,"112.513481,34.688206",瀍河回族区,洛阳市瀍河回族区瀍河回族区中州东路南150米,便利店,3.3 ,25,4,0,7,1,1,2,0,0,0,5,1,2,82.7693,11128,9140,25222.11,13646.73,18.84
顺达超市,"112.451811,34.668753",西工区,洛阳市西工区七一路九州花园旁,便利店,3.3 ,149,25,2,25,6,10,50,9,14,1,8,18,1,133.9005,15701,14909,38783,26889,36.21
顺达便利店(安居店),"112.582477,34.89576",吉利区,洛阳市吉利区人民路与康乐路交叉口东150米,便利店,3.3 ,50,1,0,8,2,4,7,0,3,0,7,8,0,46.5255,10619,7509,29440,19995,35.43
诚信便利店,"112.439032,34.68181",西工区,洛阳市西工区帝豪上院西出口,便利店,3.3 ,171,50,1,25,13,3,25,4,17,0,25,25,2,133.9005,15701,14909,38783,26889,36.21
雪梅商店,"112.57421,34.901369",吉利区,洛阳市吉利区S245(中原路),便利店,3.3 ,19,1,0,5,1,0,4,0,3,0,2,3,0,46.5255,10619,7509,29440,19995,35.43
家利便民店,"112.475781,34.687355",老城区,洛阳市老城区唐宫东路与桑园街交叉口西100米,便利店,3.3 ,550,25,6,25,21,24,75,4,25,0,20,25,2,24.5864,9810,6523,24597,15443,17.6587
欣欣超市(启明东路),"112.505369,34.695975",瀍河回族区,洛阳市瀍河回族区启明东路260号旭升中学隔壁,便利店,3.3 ,75,25,0,25,4,2,25,0,8,4,9,15,1,82.7693,11128,9140,25222.11,13646.73,18.84
彦乐便利商店,"112.35003,34.667628",涧西区,洛阳市涧西区秦岭路江南绿苑门口,便利店,3.3 ,25,0,0,14,2,1,10,0,3,0,4,3,0,73.228,13023,9607,25431,16032,45.2557
今惠平价超市,"112.411397,34.643806",涧西区,洛阳市涧西区丽水路与丽江路交叉口东北50米,便利店,3.3 ,262,25,1,21,8,22,25,6,12,0,13,21,0,73.228,13023,9607,25431,16032,45.2557
小玲副食店,"112.398449,34.650335",涧西区,洛阳市涧西区太原路406号附近,便利店,3.3 ,229,15,0,22,6,7,25,2,10,2,12,11,1,73.228,13023,9607,25431,16032,45.2557
林林超市(道南路店),"112.431089,34.684932",西工区,洛阳市西工区道南路70号院,便利店,3.3 ,180,150,3,25,14,3,25,2,4,2,20,14,2,133.9005,15701,14909,38783,26889,36.21
优品便利店(唐宫西路),"112.418834,34.668698",涧西区,洛阳市涧西区唐宫西路王城家园,便利店,3.3 ,75,25,0,9,3,1,7,0,0,0,2,3,1,73.228,13023,9607,25431,16032,45.2557
小商店,"112.600754,34.896622",吉利区,洛阳市吉利区河阳路477号,便利店,3.3 ,25,8,0,10,2,2,4,0,6,1,5,6,0,46.5255,10619,7509,29440,19995,35.43
玉菲超市,"112.465803,34.674039",老城区,洛阳市老城区新生西街(启成百货旁),便利店,3.3 ,99,25,0,19,6,1,25,4,5,1,5,19,1,24.5864,9810,6523,24597,15443,17.6587
125便利店(博泰店),"112.573853,34.899143",吉利区,洛阳市吉利区河阳路855号,便利店,3.3 ,25,1,0,6,2,2,5,0,3,0,2,3,0,46.5255,10619,7509,29440,19995,35.43
程程校园超市,"112.42492,34.617702",洛龙区,洛阳市洛龙区学府街10号,便利店,3.3 ,203,15,0,18,3,1,9,1,4,4,6,8,0,172.4,14086,14312,33971,23477,38.69
顺安便利店,"112.580959,34.901088",吉利区,洛阳市吉利区中原路367号附近,便利店,3.3 ,14,1,0,2,1,0,2,0,1,0,7,7,0,46.5255,10619,7509,29440,19995,35.43
陕北一路友和商店,"112.393862,34.665209",涧西区,洛阳市涧西区中州西路111号南80米,便利店,3.3 ,216,14,1,22,8,6,25,2,11,0,9,17,1,73.228,13023,9607,25431,16032,45.2557
子彤超市(丽春西路店),"112.403257,34.643425",涧西区,洛阳市涧西区丽春西路13号,便利店,3.3 ,212,25,3,14,6,25,25,8,13,3,16,22,0,73.228,13023,9607,25431,16032,45.2557
康福良商店,"112.449812,34.68767",老城区,洛阳市老城区东道口与春都路交叉口南100米,便利店,3.3 ,75,11,0,18,4,1,25,2,5,0,8,6,0,24.5864,9810,6523,24597,15443,17.6587
峰辉超市(陵园北路店),"112.431639,34.699107",老城区,洛阳市老城区道北五路洛阳中隧医院对门,便利店,3.3 ,118,3,0,15,7,1,8,0,4,2,8,1,1,24.5864,9810,6523,24597,15443,17.6587
雅堂小超,"112.40987,34.648935",涧西区,洛阳市涧西区丽新路九都路南100米娜娜大盘鸡隔壁,便利店,3.3 ,425,50,2,21,11,18,25,3,11,4,17,17,0,73.228,13023,9607,25431,16032,45.2557
政懿便利店,"112.474594,34.645637",洛龙区,洛阳市洛龙区安乐镇洛龙大道望城路科技中专学校东,便利店,3.3 ,100,6,1,14,3,1,6,0,0,3,4,5,0,172.4,14086,14312,33971,23477,38.69
廉价商店,"112.445724,34.68493",西工区,洛阳市西工区道南路801仓库西100米,便利店,3.3 ,147,19,0,25,12,4,25,1,8,0,15,6,0,133.9005,15701,14909,38783,26889,36.21
旺隆超市(六中街),"112.479158,34.62347",洛龙区,洛阳市洛龙区怡心苑东区东南100米(六中街南),便利店,3.3 ,163,25,0,24,6,1,11,0,0,0,8,6,0,172.4,14086,14312,33971,23477,38.69
为民小卖部,"112.404489,34.663339",涧西区,洛阳市涧西区中州西路与太原路交叉口东50米,便利店,3.3 ,269,21,0,22,7,5,25,2,10,3,7,16,2,73.228,13023,9607,25431,16032,45.2557
玉杰超市,"112.43445,34.681024",西工区,洛阳市西工区春晴西路与解放路交叉口东北50米,便利店,3.3 ,242,150,1,25,14,2,25,6,17,2,25,25,2,133.9005,15701,14909,38783,26889,36.21
四方商店(河阳路),"112.60574,34.895793",吉利区,洛阳市吉利区河阳路409号附近,便利店,3.3 ,50,10,0,10,3,1,4,1,7,1,3,5,0,46.5255,10619,7509,29440,19995,35.43
嘉佰惠超市,"112.468504,34.630322",洛龙区,洛阳市洛龙区开元路街道古城路与龙门大道交叉口帝都国际北门,便利店,3.3 ,50,10,0,7,10,4,4,1,3,0,8,5,0,172.4,14086,14312,33971,23477,38.69
浩浩副食(文化路店),"112.610837,34.896894",吉利区,洛阳市吉利区文化路76号附近,便利店,3.3 ,107,11,0,10,4,2,5,1,5,1,9,6,0,46.5255,10619,7509,29440,19995,35.43
鑫之壵商贸,"112.456737,34.688389",老城区,洛阳市老城区春都路南150米,便利店,3.3 ,100,9,1,22,4,2,25,1,3,1,8,3,0,24.5864,9810,6523,24597,15443,17.6587
宜家便利店(周山路店),"112.415894,34.6425",涧西区,洛阳市涧西区周山路首电家属院14-2,便利店,3.3 ,175,19,1,22,7,1,25,0,8,0,7,8,0,73.228,13023,9607,25431,16032,45.2557
鸿运商店(丽春西路店),"112.398041,34.6415",涧西区,洛阳市涧西区丽春西路38号,便利店,3.3 ,148,14,0,8,4,0,12,1,7,2,7,4,0,73.228,13023,9607,25431,16032,45.2557
旺达便利店(天津路),"112.390868,34.652739",涧西区,洛阳市涧西区天津路97号,便利店,3.3 ,159,10,0,25,6,4,25,1,7,2,4,7,2,73.228,13023,9607,25431,16032,45.2557
城南副食批发部,"112.488569,34.625544",洛龙区,洛阳市洛龙区西区六街与西路交叉口东南50米,便利店,3.3 ,50,9,0,8,1,1,5,0,4,2,8,4,0,172.4,14086,14312,33971,23477,38.69
乐便利,"112.410634,34.650539",涧西区,洛阳市涧西区九都西路79号附近,便利店,3.3 ,377,25,1,25,6,14,24,1,10,2,14,16,0,73.228,13023,9607,25431,16032,45.2557
航航超市(马瀍线),"112.506822,34.705681",瀍河回族区,洛阳市瀍河回族区马瀍线与310国道交叉口西南50米,便利店,3.3 ,20,4,0,7,5,0,2,0,0,0,7,0,0,82.7693,11128,9140,25222.11,13646.73,18.84
亮晶晶超市(学子街店),"112.421662,34.623391",洛龙区,洛阳市洛龙区学子街东方今典东1门旁,便利店,3.3 ,163,50,0,17,5,1,8,1,7,0,13,9,0,172.4,14086,14312,33971,23477,38.69
心雨商店(长乐街店),"112.45755,34.676182",西工区,洛阳市西工区长乐街七号院,便利店,3.3 ,170,10,0,23,5,5,25,5,12,1,14,21,1,133.9005,15701,14909,38783,26889,36.21
百信超市批发零售,"112.463995,34.675767",老城区,洛阳市老城区西关街道五贤街13号,便利店,3.3 ,150,24,0,25,9,2,50,4,12,1,11,17,2,24.5864,9810,6523,24597,15443,17.6587
同乐批发超市,"112.408054,34.679131",涧西区,洛阳市涧西区同乐寨村中街89号附近,便利店,3.3 ,119,3,0,19,11,5,17,0,4,0,5,5,0,73.228,13023,9607,25431,16032,45.2557
天天超市(五贤街),"112.464358,34.675832",老城区,洛阳市老城区老豫通西街46号,便利店,3.3 ,155,24,0,25,9,3,25,4,11,1,11,17,2,24.5864,9810,6523,24597,15443,17.6587
浩雨超市,"112.516098,34.696712",瀍河回族区,洛阳市瀍河回族区瀍河回族区启明东路103号,便利店,3.3 ,50,3,0,14,2,0,7,0,3,0,2,3,1,82.7693,11128,9140,25222.11,13646.73,18.84
国巧百货店,"112.473676,34.634048",洛龙区,洛阳市洛龙区龙门大道与农科路交叉口东100米,便利店,3.3 ,25,14,0,13,6,0,0,0,1,0,4,2,0,172.4,14086,14312,33971,23477,38.69
爱尚便利店,"112.409382,34.659296",涧西区,洛阳市涧西区延安路10号西1号,便利店,3.3 ,329,22,1,25,7,7,25,5,8,1,9,12,2,73.228,13023,9607,25431,16032,45.2557
报春商店,"112.389399,34.659199",涧西区,洛阳市涧西区湖南路与西苑路交叉口北100米,便利店,3.3 ,334,25,8,25,9,18,25,5,19,3,10,16,1,73.228,13023,9607,25431,16032,45.2557
驰慧超市,"112.485216,34.658425",洛龙区,洛阳市洛龙区军民路南100米,便利店,3.3 ,6,0,0,4,1,0,6,0,0,0,3,4,0,172.4,14086,14312,33971,23477,38.69
云飞生活量贩,"112.526379,34.690387",瀍河回族区,洛阳市瀍河回族区瀍河回族区中州东路天信防护纱窗东100米,便利店,3.3 ,75,3,0,9,11,4,7,0,0,1,4,2,2,82.7693,11128,9140,25222.11,13646.73,18.84
方阁便利店,"112.404983,34.656657",涧西区,洛阳市涧西区丽新路与延安路交叉口西南100米,便利店,3.3 ,430,50,6,24,7,25,25,5,14,1,11,25,2,73.228,13023,9607,25431,16032,45.2557
君合便利店,"112.397851,34.655694",涧西区,洛阳市涧西区吉安北街9号,便利店,3.3 ,214,25,1,23,4,7,25,5,14,3,7,25,1,73.228,13023,9607,25431,16032,45.2557
道南副食品店,"112.445648,34.684928",西工区,洛阳市西工区道南路53号,便利店,3.3 ,145,20,0,25,12,4,25,1,8,0,15,6,0,133.9005,15701,14909,38783,26889,36.21
馨泽物美超市,"112.476386,34.635819",洛龙区,洛阳市洛龙区农科路附近,便利店,3.3 ,24,14,0,12,5,0,0,0,0,0,1,1,0,172.4,14086,14312,33971,23477,38.69
张辉生活超市,"112.428335,34.695766",西工区,洛阳市西工区机场路与状元红路交叉口西北100米,便利店,3.3 ,115,5,0,18,4,1,9,0,3,2,8,1,1,133.9005,15701,14909,38783,26889,36.21
德铭副食商行,"112.428049,34.695824",西工区,洛阳市西工区机场路与状元红路交叉口西北100米,便利店,3.3 ,121,5,0,18,3,1,7,0,3,2,7,1,1,133.9005,15701,14909,38783,26889,36.21
进亮超市,"112.453731,34.715295",老城区,洛阳市老城区310国道南50米,便利店,3.3 ,3,1,0,2,0,0,0,0,0,0,2,0,0,24.5864,9810,6523,24597,15443,17.6587
福翔超市(通南街店),"112.476404,34.622381",洛龙区,洛阳市洛龙区太康东路街道关林二郎庙村通南街5号,便利店,3.3 ,210,50,1,25,7,3,9,0,1,0,15,5,0,172.4,14086,14312,33971,23477,38.69
黑王薄利超市,"112.569123,34.713628",洛龙区,洛阳市洛龙区中街与310国道交叉口西北50米,便利店,3.3 ,1,1,0,2,0,0,0,0,0,0,1,0,0,172.4,14086,14312,33971,23477,38.69
c4便利店(泽雨店),"112.412344,34.634281",涧西区,洛阳市涧西区南昌路滨河印象(顺驰城北100米),便利店,3.3 ,109,8,0,16,7,1,18,1,7,0,13,22,0,73.228,13023,9607,25431,16032,45.2557
吉嘉便利店,"112.402928,34.647092",涧西区,洛阳市涧西区九都西路与银川路交叉口南100米,便利店,3.3 ,244,50,3,16,6,20,25,6,17,5,18,22,1,73.228,13023,9607,25431,16032,45.2557
优购便利店(洛浦路店),"112.461195,34.672938",西工区,洛阳市西工区洛浦路1号1幢3-102号,便利店,3.3 ,159,24,0,25,6,3,50,5,10,1,4,18,1,133.9005,15701,14909,38783,26889,36.21
兴福兴超市(春都路店),"112.449269,34.688945",老城区,洛阳市老城区春都路90号院1号,便利店,3.3 ,75,12,0,16,3,1,25,1,5,0,7,7,0,24.5864,9810,6523,24597,15443,17.6587
瑞琴副食店,"112.392837,34.657624",涧西区,洛阳市涧西区天津路与西苑路交叉口西50米,便利店,3.3 ,267,25,0,25,5,8,25,6,16,3,8,20,2,73.228,13023,9607,25431,16032,45.2557
汇鑫批发部(春都路店),"112.449749,34.688947",老城区,洛阳市老城区东道口与春都路交叉口东北50米,便利店,3.3 ,75,11,0,16,3,1,25,1,5,0,8,6,0,24.5864,9810,6523,24597,15443,17.6587
妮妮便利店,"112.40097,34.637936",涧西区,洛阳市涧西区浅井南路60号,便利店,3.3 ,157,6,0,20,6,2,25,0,4,1,8,8,0,73.228,13023,9607,25431,16032,45.2557
万福超市(启明东路),"112.529901,34.697757",瀍河回族区,洛阳市瀍河回族区启明东路3号,便利店,3.3 ,50,1,0,13,3,2,11,0,3,4,5,3,1,82.7693,11128,9140,25222.11,13646.73,18.84
双汇连锁店(洛浦路店),"112.460688,34.672789",西工区,洛阳市西工区华源河畔明居西90米(洛浦路),便利店,3.3 ,159,23,0,25,5,3,50,6,11,2,5,17,1,133.9005,15701,14909,38783,26889,36.21
老村长利民商店,"112.381659,34.669003",涧西区,洛阳市涧西区一拖生活区七号社区西北(陇北二路),便利店,3.3 ,223,11,0,24,13,4,25,1,4,0,6,14,1,73.228,13023,9607,25431,16032,45.2557
阿伟超市(春都路店),"112.447698,34.688446",老城区,洛阳市老城区春都路118号,便利店,3.3 ,125,14,0,23,6,1,25,2,5,0,14,6,0,24.5864,9810,6523,24597,15443,17.6587
孙旗屯批发(三分店),"112.379836,34.647726",涧西区,洛阳市涧西区孙白路与孙石路交叉口东北50米,便利店,3.3 ,25,2,0,9,1,0,7,0,0,0,2,0,0,73.228,13023,9607,25431,16032,45.2557
利萌副食品超市,"112.474189,34.635962",洛龙区,洛阳市洛龙区安乐镇赵村中街255号,便利店,3.3 ,25,13,0,14,6,0,0,0,0,0,3,3,0,172.4,14086,14312,33971,23477,38.69
容雅便利店,"112.399604,34.647867",涧西区,洛阳市涧西区新疆路与浅井头东街交叉口西北150米,便利店,3.3 ,232,25,1,20,8,6,25,5,9,2,14,7,1,73.228,13023,9607,25431,16032,45.2557
聚隆商店,"112.384065,34.634774",涧西区,洛阳市涧西区五三四医院后面土桥沟村口,便利店,3.3 ,7,1,0,5,1,1,0,0,2,1,4,3,0,73.228,13023,9607,25431,16032,45.2557
利业奶汇,"112.375578,34.667",涧西区,洛阳市涧西区景华路与青滇路交叉口东南50米,便利店,3.3 ,198,2,0,24,8,1,25,2,11,1,11,7,2,73.228,13023,9607,25431,16032,45.2557
茜茜超市,"112.508391,34.690079",瀍河回族区,洛阳市瀍河回族区瀍河回族乡塔西村一组廛河派出所对面,便利店,3.3 ,25,12,0,25,0,2,23,0,2,1,8,7,2,82.7693,11128,9140,25222.11,13646.73,18.84
玉鑫批发,"112.393809,34.676295",涧西区,洛阳市涧西区华山路与电厂路口向东400米鑫森小区对面,便利店,3.3 ,75,5,1,23,10,2,8,1,5,1,3,5,0,73.228,13023,9607,25431,16032,45.2557
芳芳副食店,"112.391103,34.658317",涧西区,洛阳市涧西区天津路云峰国际院里1号楼一单元,便利店,3.3 ,273,25,0,25,8,13,25,5,18,3,8,15,2,73.228,13023,9607,25431,16032,45.2557
文武便利超市,"112.427117,34.69561",西工区,洛阳市西工区机场路与状元红路交叉口西150米,便利店,3.3 ,120,6,0,16,3,1,5,0,2,1,7,4,1,133.9005,15701,14909,38783,26889,36.21
吾爱百货,"112.399967,34.679164",涧西区,洛阳市涧西区符家屯中街8号,便利店,3.3 ,120,12,1,25,10,1,20,0,1,3,6,8,0,73.228,13023,9607,25431,16032,45.2557
洋凯百货,"112.492396,34.638984",洛龙区,洛阳市洛龙区安乐镇新区路郑村文化大院东南350米,便利店,3.3 ,25,0,0,3,2,1,1,0,0,0,0,0,0,172.4,14086,14312,33971,23477,38.69
老李超市,"112.39391,34.681459",涧西区,洛阳市涧西区华山路与芳华路交叉口南100米,便利店,3.3 ,100,14,1,18,9,0,5,0,4,1,5,4,0,73.228,13023,9607,25431,16032,45.2557
小彪超市,"112.461447,34.608427",洛龙区,洛阳市洛龙区厚载门街与翠云路交叉口西150米,便利店,3.3 ,123,50,0,19,10,2,11,1,10,1,12,24,1,172.4,14086,14312,33971,23477,38.69
迈得美超市,"112.392767,34.676632",涧西区,洛阳市涧西区华山路39号附近,便利店,3.3 ,75,6,1,21,9,2,8,1,6,1,3,5,0,73.228,13023,9607,25431,16032,45.2557
新一家人便利店,"112.473785,34.69597",老城区,洛阳市老城区含嘉仓街38号(铁路龙泉4街坊)市直九小斜对面,便利店,3.3 ,96,8,0,20,4,3,21,1,8,1,7,4,0,24.5864,9810,6523,24597,15443,17.6587
田晓副食店,"112.376855,34.67115",涧西区,洛阳市涧西区中州西路与青滇路交叉口北50米,便利店,3.3 ,150,6,1,19,9,1,21,1,4,0,9,7,2,73.228,13023,9607,25431,16032,45.2557
达福商店,"112.405985,34.67885",涧西区,洛阳市涧西区同乐寨北街与同乐寨西街交叉口东南150米,便利店,3.3 ,152,8,0,23,12,5,21,0,5,0,7,7,0,73.228,13023,9607,25431,16032,45.2557
小麻批零店(二郎庙店),"112.473868,34.619314",洛龙区,洛阳市洛龙区开元路街道关林镇二郎庙村开元大道68号,便利店,3.3 ,256,50,1,25,8,14,9,0,3,0,19,14,0,172.4,14086,14312,33971,23477,38.69
103老店批发部,"112.423005,34.698448",西工区,洛阳市西工区王城大道99附近,便利店,3.3 ,75,6,0,15,5,1,8,0,6,2,5,12,2,133.9005,15701,14909,38783,26889,36.21
国杭百货商行,"112.467284,34.602696",洛龙区,洛阳市洛龙区广利街与香山路交叉口东100米,便利店,3.3 ,50,19,0,9,5,0,7,1,1,0,19,3,1,172.4,14086,14312,33971,23477,38.69
明明超市(平等街店),"112.479408,34.691973",瀍河回族区,洛阳市瀍河回族区瀍河回族区平等街70号,便利店,3.3 ,259,11,1,25,11,14,25,1,12,2,25,5,1,82.7693,11128,9140,25222.11,13646.73,18.84
分金沟超市,"112.581045,34.716302",洛龙区,洛阳市洛龙区G310(洛白路),便利店,3.3 ,2,0,0,3,0,0,1,0,0,0,1,0,0,172.4,14086,14312,33971,23477,38.69
开元综合商店(长夏路),"112.494266,34.623013",洛龙区,洛阳市洛龙区东区三街与政和东路交叉口东南150米,便利店,3.3 ,75,19,0,14,2,1,6,6,2,2,16,23,0,172.4,14086,14312,33971,23477,38.69
刘阳便利店(魏紫路店),"112.428437,34.702018",老城区,洛阳市老城区国花路魏紫路交叉口东100米,便利店,3.3 ,75,3,0,10,8,1,8,0,4,1,12,3,2,24.5864,9810,6523,24597,15443,17.6587
智恩百货超市,"112.441619,34.592092",洛龙区,洛阳市洛龙区王城大道东150米,便利店,3.3 ,13,1,0,6,0,0,3,0,2,1,1,0,0,172.4,14086,14312,33971,23477,38.69
佳涵超市,"112.476614,34.684809",老城区,洛阳市老城区肖家街56号宝城福临园小区内,便利店,3.3 ,671,50,10,25,21,25,50,5,25,0,11,25,2,24.5864,9810,6523,24597,15443,17.6587
占全便利店(通南街店),"112.478352,34.619638",洛龙区,洛阳市洛龙区开元大道与通南街交叉口北100米,便利店,3.3 ,335,50,1,25,8,8,25,0,6,0,11,17,0,172.4,14086,14312,33971,23477,38.69
罗湾超市,"112.39354,34.694153",西工区,洛阳市西工区汉宫路与龙腾路交叉口东北50米,便利店,3.3 ,25,5,0,7,2,0,1,0,0,0,9,4,0,133.9005,15701,14909,38783,26889,36.21
轩轩副食店(河阳路店),"112.60391,34.896312",吉利区,洛阳市吉利区河阳路457号,便利店,3.3 ,50,8,0,10,3,2,5,1,7,1,3,7,0,46.5255,10619,7509,29440,19995,35.43
红都超市(龙翔大道店),"112.38609,34.694198",西工区,洛阳市西工区汉宫路与龙翔大道交叉口向南50米西南方向18米,便利店,3.3 ,50,6,0,16,9,2,0,0,0,0,2,0,0,133.9005,15701,14909,38783,26889,36.21
鑫源便利店,"112.383115,34.64788",涧西区,洛阳市涧西区孙石路与青岛路交叉口东北50米,便利店,3.3 ,25,2,0,12,1,0,11,0,0,0,2,0,0,73.228,13023,9607,25431,16032,45.2557
优品汇精品超市,"112.403337,34.693206",西工区,洛阳市西工区汉宫路177号附近,便利店,3.3 ,25,0,0,5,4,0,5,1,2,0,3,3,0,133.9005,15701,14909,38783,26889,36.21
佰益得便利店(和富店),"112.422301,34.701425",西工区,洛阳市西工区王城大道73-15号和富名苑小区正门口,便利店,3.3 ,25,2,0,7,2,0,6,0,4,4,6,7,2,133.9005,15701,14909,38783,26889,36.21
老杨商店(王城大道店),"112.42318,34.711593",老城区,洛阳市老城区王城大道47附近,便利店,3.3 ,25,6,1,3,1,0,1,0,2,0,0,5,1,24.5864,9810,6523,24597,15443,17.6587
常来批发零售,"112.464934,34.64799",洛龙区,洛阳市洛龙区定鼎街与唐聂十五街交叉口旁,便利店,3.3 ,50,5,0,20,2,1,2,0,0,2,0,1,0,172.4,14086,14312,33971,23477,38.69
凡客超市(光华路店),"112.44733,34.678397",西工区,洛阳市西工区唐宫路街道唐宫路光华路11号,便利店,3.3 ,223,9,4,21,5,9,22,6,8,0,7,18,2,133.9005,15701,14909,38783,26889,36.21
金兴隆超市,"112.443864,34.591269",洛龙区,洛阳市洛龙区李屯石油家属院门口,便利店,3.3 ,13,1,0,6,0,0,2,0,2,1,1,0,0,172.4,14086,14312,33971,23477,38.69
惠安批零,"112.456204,34.626809",洛龙区,洛阳市洛龙区宜人路龙瑞c区16楼2单元,便利店,3.3 ,50,8,0,8,1,1,8,0,6,0,9,2,0,172.4,14086,14312,33971,23477,38.69
爱便利(陇北二路店),"112.38088,34.666543",涧西区,洛阳市涧西区景华路陇北二路北300米路东,便利店,3.3 ,285,16,0,25,9,5,25,1,8,0,4,12,2,73.228,13023,9607,25431,16032,45.2557
龙亭超市,"112.44106,34.601219",洛龙区,洛阳市洛龙区望春门街与香山路交叉口北150米,便利店,3.3 ,75,7,0,8,5,5,7,0,1,0,8,0,0,172.4,14086,14312,33971,23477,38.69
佳宜百货店,"112.479828,34.694944",瀍河回族区,洛阳市瀍河回族区瀍河回族区平等街21号,便利店,3.3 ,141,9,0,25,7,6,23,1,8,2,25,2,0,82.7693,11128,9140,25222.11,13646.73,18.84
跑跑便利店(加州店),"112.383403,34.642303",涧西区,洛阳市涧西区天津路与九州西路交叉口向西加州1885旁,便利店,3.3 ,25,6,0,14,4,1,7,0,0,1,7,3,0,73.228,13023,9607,25431,16032,45.2557
浩浩批零超市,"112.52359,34.6725",洛龙区,洛阳市洛龙区李城路与洛岳路交叉口东150米,便利店,3.3 ,25,3,0,13,3,1,0,0,0,0,4,0,0,172.4,14086,14312,33971,23477,38.69
多美佳超市,"112.395595,34.634632",涧西区,洛阳市涧西区周山路与瀛洲路交叉口东150米,便利店,3.3 ,13,2,0,6,1,0,12,0,0,0,3,3,0,73.228,13023,9607,25431,16032,45.2557
车圪垱超市,"112.487797,34.60669",洛龙区,洛阳市洛龙区南街与新九街东交叉口南50米,便利店,3.3 ,50,4,0,12,3,0,0,0,3,0,2,4,0,172.4,14086,14312,33971,23477,38.69
勇勇超市,"112.483148,34.522713",洛龙区,洛阳市洛龙区238省道与320省道交叉口东北150米,便利店,3.3 ,25,1,0,5,0,0,0,0,0,0,5,0,0,172.4,14086,14312,33971,23477,38.69
灏琦百货商店,"112.490141,34.607671",洛龙区,洛阳市洛龙区东路与中街交叉口西50米,便利店,3.3 ,25,4,0,10,2,0,0,0,0,0,0,1,0,172.4,14086,14312,33971,23477,38.69
晓东商店(华林路),"112.494326,34.683001",瀍河回族区,洛阳市瀍河回族区瀍河回族区华林路东方红超市北100米,便利店,3.3 ,215,17,0,25,5,6,17,1,8,0,6,11,1,82.7693,11128,9140,25222.11,13646.73,18.84
好运来超市,"112.482907,34.522354",洛龙区,洛阳市洛龙区238省道与320省道交叉口北100米,便利店,3.3 ,25,1,0,5,0,0,0,0,0,0,5,0,0,172.4,14086,14312,33971,23477,38.69
米谷便利店,"112.39192,34.639272",涧西区,洛阳市涧西区丽春西路中泰世纪花城二期,便利店,3.3 ,15,2,0,2,2,1,6,0,2,0,2,1,0,73.228,13023,9607,25431,16032,45.2557
一分利商店,"112.382639,34.663657",涧西区,洛阳市涧西区唐村南街附6号附近,便利店,3.3 ,448,25,14,25,8,18,25,2,10,1,12,16,2,73.228,13023,9607,25431,16032,45.2557
华林大鹏,"112.490961,34.681226",瀍河回族区,洛阳市瀍河回族区华林北路华林新村205号,便利店,3.3 ,202,23,0,25,6,7,12,1,9,0,5,10,2,82.7693,11128,9140,25222.11,13646.73,18.84
春莉便利店,"112.387565,34.666105",涧西区,洛阳市涧西区九号街坊东门门口,便利店,3.3 ,314,15,10,25,15,14,25,5,7,1,9,17,1,73.228,13023,9607,25431,16032,45.2557
兄弟超市(关林路店),"112.476903,34.606013",洛龙区,洛阳市洛龙区关林路与险峰街交叉口东南50米,便利店,3.3 ,155,18,0,25,9,7,16,1,13,0,12,8,1,172.4,14086,14312,33971,23477,38.69
周到便利店,"112.457718,34.66572",西工区,洛阳市西工区滨河北路与玻璃厂路交叉口北50米,便利店,3.3 ,75,13,0,18,3,1,25,0,5,4,7,7,0,133.9005,15701,14909,38783,26889,36.21
顺鑫超市(太康东路),"112.50661,34.627732",洛龙区,洛阳市洛龙区科技园街道洛宜路与孙辛路交叉口西100米沪沱小区,便利店,3.3 ,25,1,0,7,3,1,1,0,0,0,5,3,0,172.4,14086,14312,33971,23477,38.69
